Location,Country,County,CSV,Grid Reference,Latitude,Longitude,Elevation
ASHFORD,England,Kent-stayed-Kent,ASHFORD.csv,TR003437,51.157,0.863,170
ASHFORD,England,Kent-stayed-Kent,ASHFORD-2.csv,TR016453,51.171,0.882,190
ASHFORD-BEAVER-GREEN,England,Kent-stayed-Kent,ASHFORD-BEAVER-GREEN.csv,TR000414,51.137,0.857,155
ASHFORD-BETHERSDEN,England,Kent-stayed-Kent,ASHFORD-BETHERSDEN.csv,TQ933338,51.071,0.758,111
ASHTEAD-DABERNON-CHASE,England,Surrey-stayed-Surrey,ASHTEAD-DABERNON-CHASE.csv,TQ162602,51.329,-0.334,280
ASHTON-UNDER-LYNE-KNOTT-HILL,England,Lancashire,ASHTON-UNDER-LYNE-KNOTT-HILL.csv,SD958014,53.509,-2.065,605
ASHTON-WATERHOUSES,England,Lancashire,ASHTON-WATERHOUSES.csv,SD9212000845,53.504,-2.120,345
ASHWATER-RECTORY,England,Devon,ASHWATER-RECTORY.csv,SX387954,50.736,-4.287,480
ASPATRIA-BRAYTON,England,Cumberland,ASPATRIA-BRAYTON.csv,NY168424,54.770,-3.294,220
ASSYNT-ACHUMORE,Scotland,Sutherland,ASSYNT-ACHUMORE.csv,NC241247,58.176,-4.992,200
ATHERSTONE,England,Warwickshire,ATHERSTONE.csv,SP309981,52.580,-1.545,286
ATHLONE,Ireland/Republic of Ireland,Westmeath,ATHLONE.csv,IN0481242097,53.429,-7.928,128
ATHLONE-TWYFORD-HOUSE,Ireland/Republic of Ireland,Westmeath,ATHLONE-TWYFORD-HOUSE.csv,IN1075942898,53.436,-7.839,188
AUCHENCAIRN-TORR-HOUSE,Scotland,Kirkcudbrightshire,AUCHENCAIRN-TORR-HOUSE.csv,NX800527,54.855,-3.871,50
AUCHENCAIRN-TORR-HOUSE,Scotland,Kirkcudbrightshire,AUCHENCAIRN-TORR-HOUSE-2.csv,NX800527,54.855,-3.871,50
AUCHINRAITH-HAMILTON,Scotland,Lanarkshire,AUCHINRAITH-HAMILTON.csv,NS706573,55.792,-4.065,150
AUCHTERARDER-COLQUHALZIE,Scotland,Perthshire,AUCHTERARDER-COLQUHALZIE.csv,NN913174,56.337,-3.759,100
AUCHTERARDER-HOUSE,Scotland,Perthshire,AUCHTERARDER-HOUSE.csv,NN950145,56.312,-3.698,162
AUCHTERARDER-TRINITY-GASK,Scotland,Perthshire,AUCHTERARDER-TRINITY-GASK.csv,NN956178,56.341,-3.691,133
AUSKERRY,Scotland,Orkney,AUSKERRY.csv,HY672155,59.025,-2.573,10
AVIEMORE-HRS,Scotland,Inverness,AVIEMORE-HRS.csv,NH896123,57.188,-3.828,710
AXBRIDGE-LOXTON,England,Somerset,AXBRIDGE-LOXTON.csv,ST376558,51.298,-2.896,120
AYLESBURY-MENTMORE,England,Buckinghamshire,AYLESBURY-MENTMORE.csv,SP906196,51.868,-0.686,422
AYLESBURY-NEW-ROAD,England,Buckinghamshire,AYLESBURY-NEW-ROAD.csv,SP820138,51.817,-0.811,280
AYLESBURY-SEWAGE-WORKS,England,Buckinghamshire,AYLESBURY-SEWAGE-WORKS.csv,SP805141,51.820,-0.833,250
AYLESBURY-WADDESDON,England,Buckinghamshire,AYLESBURY-WADDESDON.csv,SP735169,51.846,-0.934,346
AYLESFORD-PRESTON-HALL,England,Kent-stayed-Kent,AYLESFORD-PRESTON-HALL.csv,TQ727580,51.295,0.476,80
AYLSHAM-WOODGATE,England,Norfolk,AYLSHAM-WOODGATE.csv,TG181259,52.787,1.233,100
AYLSHAM-WOODGATE,England,Norfolk,AYLSHAM-WOODGATE-2.csv,TG198273,52.798,1.259,50
AYNSOME,England,Lancashire,AYNSOME.csv,SD386794,54.207,-2.943,60
AYR-AUCHENDRANE,Scotland,Ayrshire,AYR-AUCHENDRANE.csv,NS337164,55.414,-4.628,94
AYR-AUCHENDRANE,Scotland,Ayrshire,AYR-AUCHENDRANE-2.csv,NS337164,55.414,-4.628,94
AYR-AUCHENDRANE,Scotland,Ayrshire,AYR-AUCHENDRANE-3.csv,NS337164,55.414,-4.628,94
AYR-CEMETERY,Scotland,Ayrshire,AYR-CEMETERY.csv,NS348211,55.456,-4.614,40
AYR-DOONHOLM,Scotland,Ayrshire,AYR-DOONHOLM.csv,NS338174,55.422,-4.628,90
AYR-DOONSIDE,Scotland,Ayrshire,AYR-DOONSIDE.csv,NS332177,55.425,-4.637,90
AYR-GLENDRISHAIG,Scotland,Ayrshire,AYR-GLENDRISHAIG.csv,NS341212,55.456,-4.625,42
AYR-HOLMSTON,Scotland,Ayrshire,AYR-HOLMSTON.csv,NS359210,55.456,-4.597,60
AYR-LANFINE,Scotland,Ayrshire,AYR-LANFINE.csv,NS547364,55.599,-4.308,500
AYR-LANFINE,Scotland,Ayrshire,AYR-LANFINE-2.csv,NS547364,55.599,-4.308,500
AYR-SANATORIUM,Scotland,Ayrshire,AYR-SANATORIUM.csv,NS616101,55.365,-4.185,833
AYSGARTH-VICARAGE,England,Yorkshire North Riding,AYSGARTH-VICARAGE.csv,SE014883,54.290,-1.980,648
AYSGARTH-VICARAGE,England,Yorkshire North Riding,AYSGARTH-VICARAGE-2.csv,SE014883,54.290,-1.980,648
AYSGARTH-VICARAGE,England,Yorkshire North Riding,AYSGARTH-VICARAGE-3.csv,SE014883,54.290,-1.980,643
BADMINTON-GDNS,England,Gloucestershire,BADMINTON-GDNS.csv,ST80768293,51.545,-2.279,407
BAGNALSTOWN-FENAGH-HOUSE,Ireland/Republic of Ireland,Carlow,BAGNALSTOWN-FENAGH-HOUSE.csv,IS7731061369,52.698,-6.857,340
BAGNALSTOWN-FENAGH-HOUSE,Ireland/Republic of Ireland,Carlow,BAGNALSTOWN-FENAGH-HOUSE-2.csv,IS7730061400,52.699,-6.857,340
BAILLIESTON,Scotland,Lanarkshire,BAILLIESTON.csv,NS679641,55.852,-4.111,230
BALA-CRAIG-NANT,Wales,Merionethshire,BALA-CRAIG-NANT.csv,SH829424,52.966,-3.745,1050
BALA-ERYL-ARAN,Wales,Merionethshire,BALA-ERYL-ARAN.csv,SH920356,52.907,-3.607,600
BALA-HENBLAS,Wales,Merionethshire,BALA-HENBLAS.csv,SH927360,52.911,-3.597,544
BALA-TEGID-STREET,Wales,Merionethshire,BALA-TEGID-STREET.csv,SH926358,52.909,-3.598,537
BALA-TEGID-STREET,Wales,Merionethshire,BALA-TEGID-STREET-2.csv,SH929361,52.912,-3.594,537
BALBRIGGAN,Ireland/Republic of Ireland,Dublin,BALBRIGGAN.csv,IO2042963622,53.609,-6.181,57
BALBRIGGAN,Ireland/Republic of Ireland,Dublin,BALBRIGGAN-2.csv,IO2042963622,53.609,-6.181,57
BALBRIGGAN,Ireland/Republic of Ireland,Dublin,BALBRIGGAN-3.csv,IO2186661181,53.587,-6.160,211
BALBRIGGAN,Ireland/Republic of Ireland,Dublin,BALBRIGGAN-4.csv,IO2186661180,53.587,-6.160,211
BALCOMBE-GABLES,England,Sussex,BALCOMBE-GABLES.csv,TQ3239429067,51.046,-0.113,289
BALCOMBE-GABLES,England,Sussex,BALCOMBE-GABLES-2.csv,TQ314301,51.056,-0.126,352
BALCOMBE-HIGHLEY-MANOR,England,Sussex,BALCOMBE-HIGHLEY-MANOR.csv,TQ3003531811,51.071,-0.145,420
BALCOMBE-STOCKCROFT,England,Sussex,BALCOMBE-STOCKCROFT.csv,TQ3104130507,51.059,-0.132,341
BALCOMBE-WATERWORKS,England,Sussex,BALCOMBE-WATERWORKS.csv,TQ290312,51.066,-0.160,476
BALDERSDALE-BALDERHEAD,England,Yorkshire North Riding,BALDERSDALE-BALDERHEAD.csv,NY886178,54.555,-2.178,1360
BALDERSDALE-BLACKTON-RES,England,Yorkshire North Riding,BALDERSDALE-BLACKTON-RES.csv,NY930182,54.559,-2.110,935
BALDERSDALE-HURY-RES,England,Yorkshire North Riding,BALDERSDALE-HURY-RES.csv,NY966192,54.568,-2.054,866
BALDERSDALE-HURY-RES,England,Yorkshire North Riding,BALDERSDALE-HURY-RES-2.csv,NY967192,54.568,-2.053,862
BALDOCK-MIX,England,Hertfordshire,BALDOCK-MIX.csv,TL244338,51.989,-0.190,214
BALDOCK-MIX,England,Hertfordshire,BALDOCK-MIX-2.csv,TL244338,51.989,-0.190,214
BALFLUIG,Scotland,Aberdeenshire,BALFLUIG.csv,NJ592149,57.223,-2.676,400
BALFOUR-CASTLE-ORKNEY,Scotland,Orkney,BALFOUR-CASTLE-ORKNEY.csv,HY474164,59.031,-2.918,50
BALLACHULISH,Scotland,Argyll,BALLACHULISH.csv,NN059591,56.684,-5.170,20
BALLANTRAE-GLENDRISHAIG,Scotland,Ayrshire,BALLANTRAE-GLENDRISHAIG.csv,NX055760,55.041,-5.045,450
BALLATER-IRRIGATION-FARM,Scotland,Aberdeenshire,BALLATER-IRRIGATION-FARM.csv,NO376964,57.054,-3.030,637
BALLATER-IRRIGATION-FARM,Scotland,Aberdeenshire,BALLATER-IRRIGATION-FARM-2.csv,NO381966,57.056,-3.022,633
BALLINASLOE,Ireland/Republic of Ireland,Galway,BALLINASLOE.csv,IM8486231035,53.330,-8.228,160
BALLINASLOE,Ireland/Republic of Ireland,Galway,BALLINASLOE-ANNUAL.csv,IM8486231035,53.330,-8.228,160
BALLINDEAN,Scotland,Perthshire,BALLINDEAN.csv,NO268298,56.454,-3.190,100
BALLINROBE-CRANMORE,Ireland/Republic of Ireland,Mayo,BALLINROBE-CRANMORE.csv,IM1900064100,53.621,-9.225,99
BALLINROBE-CREAGH,Ireland/Republic of Ireland,Mayo,BALLINROBE-CREAGH.csv,IM1760866153,53.639,-9.247,111
BALLYMENA-HARRYVILLE,Ireland/Northern Ireland,Antrim,BALLYMENA-HARRYVILLE.csv,NW256601,54.861,-6.277,150
BALLYMONEY,Ireland/Northern Ireland,Antrim,BALLYMONEY.csv,IC949258,55.071,-6.515,170
BALLYMONEY,Ireland/Northern Ireland,Antrim,BALLYMONEY-2.csv,IC949258,55.071,-6.515,170
BALLYMONEY-BALNAMORE,Ireland/Northern Ireland,Antrim,BALLYMONEY-BALNAMORE.csv,IC9189825145,55.065,-6.562,50
BALLYNURE-BALLYBOLEY,Ireland/Northern Ireland,Antrim,BALLYNURE-BALLYBOLEY.csv,IJ319962,54.797,-5.948,400
BALMORAL-CASTLE-GARDENS,Scotland,Aberdeenshire,BALMORAL-CASTLE-GARDENS.csv,NO253949,57.039,-3.233,927
BALNAKETTLE,Scotland,Kincardineshire,BALNAKETTLE.csv,NO6260874693,56.862,-2.615,450
BALQUHIDDER-BLAIRCREACH,Scotland,Perthshire,BALQUHIDDER-BLAIRCREACH.csv,NN441178,56.327,-4.523,460
BALQUHIDDER-BLAIRCREACH,Scotland,Perthshire,BALQUHIDDER-BLAIRCREACH-2.csv,NN441178,56.327,-4.523,460
BALQUHIDDER-STRONVAR,Scotland,Perthshire,BALQUHIDDER-STRONVAR.csv,NN528203,56.352,-4.384,420
BALRUDDERY,Scotland,Angus (Forfar),BALRUDDERY.csv,NO315322,56.477,-3.114,266
BALTASOUND,Scotland,Shetland,BALTASOUND.csv,HP625092,60.761,-0.855,31
BALTASOUND,Scotland,Shetland,BALTASOUND-2.csv,HP608093,60.762,-0.886,78
BAMBURGH,England,Northumberland,BAMBURGH.csv,NU175348,55.607,-1.723,70
BAMBURGH,England,Northumberland,BAMBURGH-2.csv,NU180350,55.608,-1.716,75
BAMPTON-HUNTSHAM,England,Devon,BAMPTON-HUNTSHAM.csv,ST001205,50.975,-3.424,640
BANAGHER,Ireland/Republic of Ireland,King's County / Offaly,BANAGHER.csv,IN0060815603,53.191,-7.992,170
BANBRIDGE-KATESBRIDGE,Ireland/Northern Ireland,Down,BANBRIDGE-KATESBRIDGE.csv,IJ2077440708,54.301,-6.145,230
BANBRIDGE-MILLTOWN,Ireland/Northern Ireland,Down,BANBRIDGE-MILLTOWN.csv,NW216062,54.376,-6.288,200
BANBRIDGE-MILLTOWN,Ireland/Northern Ireland,Down,BANBRIDGE-MILLTOWN-2.csv,NW216062,54.376,-6.288,200
BANBRIDGE-MILLTOWN,Ireland/Northern Ireland,Down,BANBRIDGE-MILLTOWN-3.csv,NW216062,54.376,-6.288,220
BANBURY-BEESLEY,England,Oxfordshire,BANBURY-BEESLEY.csv,SP453403,52.059,-1.341,343
BANBURY-BLOXHAM-GROVE,England,Oxfordshire,BANBURY-BLOXHAM-GROVE.csv,SP458368,52.028,-1.333,387
BANBURY-COTEFIELD-BODICOTE,England,Oxfordshire,BANBURY-COTEFIELD-BODICOTE.csv,SP468373,52.032,-1.319,383
BANBURY-JARVIS,England,Oxfordshire,BANBURY-JARVIS.csv,SP455406,52.062,-1.338,340
BANBURY-SIBFORD,England,Oxfordshire,BANBURY-SIBFORD.csv,SP356373,52.033,-1.481,575
BANBURY-SIBFORD,England,Oxfordshire,BANBURY-SIBFORD-2.csv,SP356373,52.033,-1.481,575
BANBURY-SIBFORD,England,Oxfordshire,BANBURY-SIBFORD-3.csv,SP363366,52.027,-1.471,600
BANCHORY-INVERCANNIE-RES,Scotland,Kincardineshire,BANCHORY-INVERCANNIE-RES.csv,NO664965,57.059,-2.556,205
BANCHORY-INVERCANNIE-RES,Scotland,Kincardineshire,BANCHORY-INVERCANNIE-RES-2.csv,NO729996,57.087,-2.449,287
BANFF-MIX,Scotland,Banffshire,BANFF-MIX.csv,NJ686635,57.660,-2.528,115
BANFF-MIX,Scotland,Banffshire,BANFF-MIX-2.csv,NJ691633,57.658,-2.520,7
BANFF-MIX,Scotland,Banffshire,BANFF-MIX-3.csv,NJ684638,57.663,-2.531,130
BANGOR,Wales,Caernarfonshire,BANGOR.csv,SH586682,53.192,-4.117,105
BANGOR-PENRHYN-CASTLE,Wales,Caernarfonshire,BANGOR-PENRHYN-CASTLE.csv,SH602718,53.225,-4.096,150
BANGOR-PENRHYN-CASTLE,Wales,Caernarfonshire,BANGOR-PENRHYN-CASTLE-2.csv,SH602718,53.225,-4.096,150
BANSTEAD-BURGH-HEATH-RES,England,Surrey-stayed-Surrey,BANSTEAD-BURGH-HEATH-RES.csv,TQ237581,51.309,-0.227,570
BANSTEAD-BURGH-HEATH-RES,England,Surrey-stayed-Surrey,BANSTEAD-BURGH-HEATH-RES-2.csv,TQ237581,51.309,-0.227,570
BANSTEAD-MENTAL-HOSPITAL,England,Surrey-stayed-Surrey,BANSTEAD-MENTAL-HOSPITAL.csv,TQ261611,51.335,-0.191,410
BARCALDINE,Scotland,Argyll,BARCALDINE.csv,NM958415,56.521,-5.321,50
BARDNEY-RAILWAY-STATION,England,Lincolnshire,BARDNEY-RAILWAY-STATION.csv,TF114690,53.206,-0.334,25
BARDNEY-SUGAR-FACTORY,England,Lincolnshire,BARDNEY-SUGAR-FACTORY.csv,TF113688,53.205,-0.335,17
BARKBY-HALL,England,Leicestershire,BARKBY-HALL.csv,SK637098,52.682,-1.059,227
BARNARD-CASTLE-BOWES-MUSEUM,England,Durham,BARNARD-CASTLE-BOWES-MUSEUM.csv,NZ055166,54.545,-1.916,550
BARNARD-CASTLE-COUNTY-SCHOOL,England,Durham,BARNARD-CASTLE-COUNTY-SCHOOL.csv,NZ058162,54.541,-1.912,540
BARNETBY-RAILWAY-STATION,England,Lincolnshire,BARNETBY-RAILWAY-STATION.csv,TA053098,53.574,-0.411,51
BARNINGHAM-THE-BEECHES,England,Suffolk,BARNINGHAM-THE-BEECHES.csv,TL967768,52.354,0.887,136
BARNSLEY,England,Yorkshire West Riding,BARNSLEY.csv,SE346079,53.567,-1.478,350
BARNSLEY,England,Yorkshire West Riding,BARNSLEY-2.csv,SE347066,53.555,-1.478,317
BARNSLEY-BURNTWOOD-HALL,England,Yorkshire West Riding,BARNSLEY-BURNTWOOD-HALL.csv,SE429092,53.578,-1.354,378
BARNSLEY-CHURCH-STREET,England,Yorkshire West Riding,BARNSLEY-CHURCH-STREET.csv,SE344065,53.554,-1.482,350
BARNSLEY-JORDAN-HILL,England,Yorkshire West Riding,BARNSLEY-JORDAN-HILL.csv,SE336070,53.559,-1.494,306
BARNSLEY-JORDAN-HILL,England,Yorkshire West Riding,BARNSLEY-JORDAN-HILL-2.csv,SE336069,53.558,-1.494,460
BARNSLEY-JORDAN-HILL,England,Yorkshire West Riding,BARNSLEY-JORDAN-HILL-3.csv,SE336069,53.558,-1.494,460
BARNSNESS-LIGHTHOUSE,Scotland,East Lothian (Haddington),BARNSNESS-LIGHTHOUSE.csv,NT722772,55.987,-2.447,120
BARNSTAPLE-ARLINGTON-COURT,England,Devon,BARNSTAPLE-ARLINGTON-COURT.csv,SS609404,51.146,-3.990,613
BARNSTAPLE-ARLINGTON-COURT,England,Devon,BARNSTAPLE-ARLINGTON-COURT-2.csv,SS610403,51.145,-3.989,613
BARNSTAPLE-ATHENEUM,England,Devon,BARNSTAPLE-ATHENEUM.csv,SS558330,51.078,-4.060,25
BARNT-GREEN-UPWOOD,England,Worcestershire,BARNT-GREEN-UPWOOD.csv,SO993734,52.359,-2.011,650
BARNWELL-LILFORD-HALL,England,Northamptonshire,BARNWELL-LILFORD-HALL.csv,TL034839,52.443,-0.480,140
BARRA-CASTLE-BAY,Scotland,Inverness,BARRA-CASTLE-BAY.csv,NL664983,56.955,-7.490,38
BARRA-CASTLE-BAY,Scotland,Inverness,BARRA-CASTLE-BAY-2.csv,NL698994,56.967,-7.436,30
BARRA-EOLIGARRY,Scotland,Inverness,BARRA-EOLIGARRY.csv,NF704076,57.041,-7.436,50
BARRAHEAD,Scotland,Inverness,BARRAHEAD.csv,NL549802,56.785,-7.653,683
BARRASFORD,England,Northumberland,BARRASFORD.csv,NY921730,55.051,-2.125,207
BARRHILL-DOCHROYLE,Scotland,Ayrshire,BARRHILL-DOCHROYLE.csv,NX230793,55.077,-4.774,548
BARROW-CAVENDISH-PARK,England,Lancashire,BARROW-CAVENDISH-PARK.csv,SD190684,54.105,-3.227,60
BARROW-GURNEY-RES,England,Somerset,BARROW-GURNEY-RES.csv,ST537679,51.408,-2.667,300
BARROW-IN-FURNESS-GAS-WORKS,England,Lancashire,BARROW-IN-FURNESS-GAS-WORKS.csv,SD195691,54.111,-3.233,36
BARROW-IN-FURNESS-SEWAGE-WORKS,England,Lancashire,BARROW-IN-FURNESS-SEWAGE-WORKS.csv,SD215688,54.109,-3.202,20
BARROW-UPON-SOAR-THE-MOUNT,England,Leicestershire,BARROW-UPON-SOAR-THE-MOUNT.csv,SK574173,52.750,-1.151,180
BARROWBY-LLOYD,England,Yorkshire West Riding,BARROWBY-LLOYD.csv,SE333478,53.925,-1.493,350
BARROWFORD-RES,England,Lancashire,BARROWFORD-RES.csv,SD868403,53.859,-2.202,473
BARRY-FORFARSHIRE,Scotland,Angus (Forfar),BARRY-FORFARSHIRE.csv,NO537344,56.500,-2.754,35
BASINGSTOKE-SHERBORNE-ST-JOHN,England,Hampshire,BASINGSTOKE-SHERBORNE-ST-JOHN.csv,SU625555,51.295,-1.105,267
BASS-ROCK,Scotland,East Lothian (Haddington),BASS-ROCK.csv,NT602873,56.077,-2.641,150
BASSENTHWAITE-ARMATHWAITE-HALL,England,Cumberland,BASSENTHWAITE-ARMATHWAITE-HALL.csv,NY207325,54.681,-3.231,305
BASSENTHWAITE-BASSENFELL,England,Cumberland,BASSENTHWAITE-BASSENFELL.csv,NY217326,54.682,-3.216,384
BASSENTHWAITE-HALL,England,Cumberland,BASSENTHWAITE-HALL.csv,NY229322,54.680,-3.196,210
BASSENTHWAITE-HIGHAM,England,Cumberland,BASSENTHWAITE-HIGHAM.csv,NY185315,54.672,-3.265,500
BATH-AXFORD,England,Somerset,BATH-AXFORD.csv,ST750655,51.388,-2.361,150
BATH-CHARLCOMBE,England,Somerset,BATH-CHARLCOMBE.csv,ST750668,51.400,-2.361,325
BATH-CHARLES-ST,England,Somerset,BATH-CHARLES-ST.csv,ST746648,51.382,-2.366,85
BATH-HENRIETTA-PARK,England,Somerset,BATH-HENRIETTA-PARK.csv,ST753652,51.386,-2.355,70
BATH-ISOLATION-HOSPITAL,England,Somerset,BATH-ISOLATION-HOSPITAL.csv,ST778629,51.365,-2.320,520
BATH-KINGSWOOD-SCHOOL,England,Somerset,BATH-KINGSWOOD-SCHOOL.csv,ST743667,51.399,-2.371,620
BATH-KINGSWOOD-SCHOOL,England,Somerset,BATH-KINGSWOOD-SCHOOL-2.csv,ST744667,51.399,-2.369,550
BATH-MONKSWOOD-RES,England,Gloucestershire,BATH-MONKSWOOD-RES.csv,ST755711,51.438,-2.354,365
BATH-ROYAL-INSTITUTION,England,Somerset,BATH-ROYAL-INSTITUTION.csv,ST752647,51.381,-2.358,75
BATH-WESTON,England,Somerset,BATH-WESTON.csv,ST721670,51.401,-2.402,205
BATHEASTON,England,Somerset,BATHEASTON.csv,ST780680,51.411,-2.318,166
BATHEASTON,England,Somerset,BATHEASTON-2.csv,ST780680,51.411,-2.318,166
BATHEASTON-RES,England,Somerset,BATHEASTON-RES.csv,ST769685,51.415,-2.334,248
BATHGATE-NORTHBANK-FILTERS,Scotland,West Lothian (Linlithgow),BATHGATE-NORTHBANK-FILTERS.csv,NS981692,55.905,-3.631,640
BATLEY-STAINCLIFFE-RES,England,Yorkshire West Riding,BATLEY-STAINCLIFFE-RES.csv,SE229236,53.708,-1.655,460
BATLEY-STAINCLIFFE-RES,England,Yorkshire West Riding,BATLEY-STAINCLIFFE-RES-2.csv,SE229236,53.708,-1.655,460
BATTERSEA-PARK,England,Surrey-became-London,BATTERSEA-PARK.csv,TQ275773,51.480,-0.165,23
BATTERSEA-PARK,England,Surrey-became-London,BATTERSEA-PARK-2.csv,TQ275773,51.480,-0.165,23
BATTERSEA-ST-JOHNS-COLLEGE,England,Surrey-became-London,BATTERSEA-ST-JOHNS-COLLEGE.csv,TQ267765,51.473,-0.177,13
BATTERSEA-WW,England,Surrey-became-London,BATTERSEA-WW.csv,TQ290774,51.481,-0.144,26
BATTLE-WHATLINGTON,England,Sussex,BATTLE-WHATLINGTON.csv,TQ7590718574,50.940,0.502,90
BAVERSTOCK,England,Wiltshire,BAVERSTOCK.csv,SU028315,51.084,-1.961,300
BAYFORDBURY,England,Hertfordshire,BAYFORDBURY.csv,TL315104,51.777,-0.095,250
BAYFORDBURY,England,Hertfordshire,BAYFORDBURY-2.csv,TL315104,51.777,-0.095,250
BEACHY-HEAD,England,Sussex,BEACHY-HEAD.csv,TV580968,50.749,0.238,515
BEAULEY-BEAUFORT-CASTLE,Scotland,Inverness,BEAULEY-BEAUFORT-CASTLE.csv,NH508431,57.454,-4.488,50
BEAUMARIS-FRYARS,Wales,Anglesey,BEAUMARIS-FRYARS.csv,SH609774,53.275,-4.088,20
BECCLES-RAVENINGHAM-HALL,England,Norfolk,BECCLES-RAVENINGHAM-HALL.csv,TM398966,52.515,1.533,60
BECKENHAM-CROYDON-ROAD,England,Kent-stayed-Kent,BECKENHAM-CROYDON-ROAD.csv,TQ368690,51.404,-0.035,110
BECKENHAM-PARKSIDE,England,Kent-stayed-Kent,BECKENHAM-PARKSIDE.csv,TQ370688,51.402,-0.031,200
BECKENHAM-PARKSIDE,England,Kent-stayed-Kent,BECKENHAM-PARKSIDE-2.csv,TQ370688,51.402,-0.031,157
BECKENHAM-PARKSIDE,England,Kent-stayed-Kent,BECKENHAM-PARKSIDE-3.csv,TQ370688,51.402,-0.031,142
BECKINGTON-SOMERSET,England,Somerset,BECKINGTON-SOMERSET.csv,ST801517,51.264,-2.287,265
BEDALE-THORPE-PERROW,England,Yorkshire North Riding,BEDALE-THORPE-PERROW.csv,SE262854,54.264,-1.599,140
BEDDINGTON-CORNER-MILLGREEN-ROAD,England,Surrey-stayed-Surrey,BEDDINGTON-CORNER-MILLGREEN-ROAD.csv,TQ279669,51.387,-0.163,80
BEDDINGTON-SEWAGE-FARM,England,Surrey-stayed-Surrey,BEDDINGTON-SEWAGE-FARM.csv,TQ297659,51.377,-0.138,129
BEDFORD-CASTLE-ROAD,England,Bedfordshire,BEDFORD-CASTLE-ROAD.csv,TL018559,52.192,-0.511,130
BEDFORD-CASTLE-ROAD,England,Bedfordshire,BEDFORD-CASTLE-ROAD-2.csv,TL055498,52.136,-0.460,108
BEDFORD-CLAPHAM-PARK,England,Bedfordshire,BEDFORD-CLAPHAM-PARK.csv,TL046527,52.163,-0.472,220
BEDFORD-MIX,England,Bedfordshire,BEDFORD-MIX.csv,TL045502,52.141,-0.473,105
BEDFORD-MIX,England,Bedfordshire,BEDFORD-MIX-2.csv,TL046501,52.139,-0.472,103
BEDFORD-MIX,England,Bedfordshire,BEDFORD-MIX-3.csv,TL048500,52.139,-0.469,104
BEDFORD-MIX,England,Bedfordshire,BEDFORD-MIX-4.csv,TL045495,52.135,-0.473,110
BEDFORD-ST-PETERS,England,Bedfordshire,BEDFORD-ST-PETERS.csv,TL050501,52.139,-0.467,114
BEDFORD-THE-PARK,England,Bedfordshire,BEDFORD-THE-PARK.csv,TL050510,52.147,-0.467,123
BEDWORTH-CEMETERY,England,Warwickshire,BEDWORTH-CEMETERY.csv,SP359868,52.478,-1.473,385
BEENHAM,England,Berkshire,BEENHAM.csv,SU602695,51.421,-1.136,320
BEINN-BHREAC,Scotland,Aberdeenshire,BEINN-BHREAC.csv,NO058968,57.053,-3.555,2700
BEINN-BHREAC,Scotland,Aberdeenshire,BEINN-BHREAC-EDITED.csv,NO058968,57.053,-3.555,2700
BEITH-FILTER-STATION,Scotland,Ayrshire,BEITH-FILTER-STATION.csv,NS371538,55.750,-4.597,415
BEITH-FILTER-STATION,Scotland,Ayrshire,BEITH-FILTER-STATION-2.csv,NS371538,55.750,-4.597,415
BELFAST-ANTRIM-ROAD,Ireland/Northern Ireland,Antrim,BELFAST-ANTRIM-ROAD.csv,IJ2830884158,54.689,-6.011,144
BELFAST-BARRACKS,Ireland/Northern Ireland,Antrim,BELFAST-BARRACKS.csv,IJ337753,54.608,-5.930,35
BELFAST-BARRACKS,Ireland/Northern Ireland,Antrim,BELFAST-BARRACKS-2.csv,IJ337753,54.608,-5.930,35
BELFAST-CAVE-HILL-ROAD,Ireland/Northern Ireland,Antrim,BELFAST-CAVE-HILL-ROAD.csv,IJ304730,54.597,-5.981,200
BELFAST-CAVE-HILL-ROAD,Ireland/Northern Ireland,Antrim,BELFAST-CAVE-HILL-ROAD-2.csv,IJ326776,54.630,-5.945,200
BELFAST-LINEN-HALL,Ireland/Northern Ireland,Antrim,BELFAST-LINEN-HALL.csv,NW462294,54.597,-5.930,12
BELFAST-OLD-PARK,Ireland/Northern Ireland,Antrim,BELFAST-OLD-PARK.csv,IJ3216576268,54.617,-5.955,224
BELFAST-OLD-PARK,Ireland/Northern Ireland,Antrim,BELFAST-OLD-PARK-2.csv,IJ323775,54.628,-5.952,203
BELFAST-OUTFALL-WORKS,Ireland/Northern Ireland,Antrim,BELFAST-OUTFALL-WORKS.csv,IJ349767,54.621,-5.910,19
BELFAST-OUTFALL-WORKS,Ireland/Northern Ireland,Antrim,BELFAST-OUTFALL-WORKS-2.csv,IJ349767,54.621,-5.910,19
BELFAST-QUEENS-UNIVERSITY,Ireland/Northern Ireland,Antrim,BELFAST-QUEENS-UNIVERSITY.csv,NW458281,54.584,-5.935,62
BELFORD-MIDDLETON-HALL,England,Northumberland,BELFORD-MIDDLETON-HALL.csv,NU095355,55.613,-1.851,240
BELFORD-NEWLANDS,England,Northumberland,BELFORD-NEWLANDS.csv,NU116322,55.583,-1.818,160
BELLARENA,Ireland/Northern Ireland,Londonderry,BELLARENA.csv,NV837908,55.111,-6.962,12
BELLEEK-HERONSHAW,Ireland/Northern Ireland,Fermanagh,BELLEEK-HERONSHAW.csv,IG9410058900,54.479,-8.092,150
